Name,Address,Section,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,HW 1,HW 2,HW 3,HW 4,HW 5,HW 6,HW 7,HW 8,HW 9,HW 10,HW 11,HW 12,Project 1,Project 2,Exam 1,Exam 2,Exam 3
"Giacomelli, Rufino","175 Perasto Ave, Apt. 10, East Grand Forks MN, 56721",10,66.6,30.1,74.0,58.6,55.0,40.0,82.9,56.2,56.0,82.2,100,100,53.6,52.4,39.5,100,76.2,81.9,91.9,100,53.5,81.9,75.1,69.4,100,83.4,66.7
"Leemaster, Nandita","298 Avenue M, Rochester PA, 15074",6,77.6,74.1,59.6,52.3,57.5,91.7,100,63.9,27.5,70.1,95.1,98.2,54.0,68.7,67.0,77.9,100,82.5,100,39.1,60.1,63.0,86.8,100,100,100,100
"Blowers, Shavonn","49 Griffith St, Magalia CA, 95954",8,79.7,84.8,40.3,67.4,98.0,75.6,92.8,86.1,81.7,46.4,88.7,88.4,62.1,77.6,90.9,100,100,95.5,100,88.5,94.5,100,44.8,60.5,98.1,98.0,98.9
"Protsman, Kou","360 Emerald Ln, Granite CO, 81228",8,96.1,100,100,96.6,33.6,55.5,83.4,77.2,82.3,48.1,76.1,64.0,100,86.8,46.3,100,100,64.1,77.2,56.3,92.2,96.0,43.7,47.3,85.4,93.4,100
"Boben, Rebekan","462 Larkin St, Teaneck NJ, 7666",2,64.8,80.0,77.4,83.4,28.1,100,75.9,43.9,72.4,72.8,42.3,65.2,56.5,11.2,72.3,100,85.4,100,76.5,100,37.3,78.4,91.6,46.2,90.3,47.7,100
"Petrosky, Aleen","400 Kensington Way, Mittie LA, 70654",7,39.1,38.9,61.8,100,100,82.2,81.4,61.5,20.7,85.6,100,70.4,43.0,42.2,78.7,98.1,91.3,78.5,100,53.8,71.8,90.9,71.8,45.8,95.0,46.1,71.7
"Gomzalez, Jr., Meoshia","691 Murray St, Stanberry MO, 64489",5,64.5,80.0,100,100,80.9,69.4,100,73.5,100,88.6,99.4,91.7,20.1,78.3,92.7,100.0,64.1,100,59.1,97.8,66.5,71.3,64.6,75.3,80.3,99.9,76.4
"Cirilo, IV, Julian","894 Lucky St, Somers MT, 59932",3,42.8,91.4,100,56.4,50.8,75.5,80.0,91.7,6.1,100,69.7,83.4,12.1,100,93.5,80.6,66.4,53.7,100,52.4,46.3,93.5,24.6,80.3,100,93.8,51.4
"Knowling, Brian","939 Terrace Walk, Kent PA, 15752",9,75.1,76.2,79.4,63.6,58.9,45.6,94.2,52.7,74.0,45.5,98.6,91.4,100,93.2,100,75.5,100,83.4,100,59.4,63.9,75.1,20.9,100,78.3,56.1,73.2
"Elsa, Mariah","309 I-80 Westbound, Wilber NE, 68465",4,94.9,100,100,68.0,58.1,99.2,75.6,64.5,89.6,78.7,100,40.0,45.3,68.8,100,78.0,100,55.6,94.4,75.3,64.2,56.3,79.1,56.2,65.5,90.1,65.6
"Gingell, IV, Kurstin","491 Unnamed 078, Apt. 56, Underwood MN, 56586",3,69.3,53.3,51.1,67.8,62.9,54.0,74.0,100,81.0,73.8,81.5,72.4,86.2,94.7,100,25.3,40.5,100,59.5,92.7,100,100,90.5,91.1,78.6,98.8,51.6
"Wermter, Shaunette","438 Eddy St, Idaho Falls ID, 83401",10,92.2,100,73.4,86.0,97.3,100,99.6,89.0,69.3,73.1,54.8,100,100,90.3,52.5,92.6,85.7,100,82.8,100,100,67.1,61.2,98.2,61.8,57.5,100
"Bullaro, Dustie","535 Copper Aly, Apt. 78, Ruby NY, 12475",9,81.3,58.2,100,100,52.6,,94.4,48.5,97.2,78.1,78.2,55.8,72.7,67.4,98.1,86.3,55.1,77.6,63.7,58.3,100,100,67.7,82.4,79.1,86.1,88.5
"Barchick, Cayle","231 Flint St, Spokane WA, 99217",1,91.0,69.6,34.2,100,58.8,100,100,26.9,86.7,100,52.0,85.7,95.2,90.9,100,100,100,93.9,60.6,74.8,90.7,78.4,55.0,17.8,43.0,19.1,76.1
"Puckett, Genesis","179 Fort Mason 20, Birmingham AL, 35222",6,100,100,52.6,56.4,100,79.3,72.8,38.2,58.6,100,72.0,45.2,86.6,44.1,100,100,68.3,95.1,94.3,100,85.4,79.9,90.4,100,75.5,44.8,100
"Arrigo, Sheva","170 Vassar Pl, Atlantic Mine MI, 49905",5,72.3,100,74.2,99.8,69.3,38.0,55.4,72.8,66.1,87.1,67.7,55.9,74.7,79.7,100,70.5,42.0,100,79.1,49.4,93.8,100,53.0,100,63.3,80.7,85.4
"Bohnenkamp, Curran","593 Orange Aly, Fpo AE, 9618",1,77.2,31.5,100,69.9,94.2,100,86.8,100,61.4,100,99.7,96.2,100,100,56.7,58.0,84.0,54.5,100,87.1,79.2,47.9,88.5,84.6,53.8,100,65.9
"Kammerdiener, IV, Chessa","840 State Dr, Russellville MO, 65074",6,53.7,67.6,100,76.1,56.4,60.8,46.3,77.4,20.8,77.1,72.6,100,87.7,83.2,90.8,67.0,87.3,100,79.3,75.6,66.7,96.9,72.8,51.1,100,100,96.4
"Burchett, Ayesha","762 Gonzalez Dr, Orrstown PA, 17244",3,76.1,95.4,60.7,65.5,71.4,78.4,62.5,78.3,48.8,77.8,73.7,86.1,78.8,77.2,90.5,100,100,53.7,60.6,88.5,64.1,54.0,48.9,47.8,100,98.8,52.9
"Imhof, Mariaisabel","784 Galvez Ave, Apt. 77, Hayden IN, 47245",2,48.6,77.3,91.7,72.2,49.5,69.4,95.7,66.4,63.0,66.6,100,100,50.9,68.0,66.0,33.6,63.0,100,95.1,96.8,80.8,100,34.4,71.7,51.3,100,100
"Garverick, IV, Jocelin","849 Hamlin St, Echo MN, 56237",4,84.5,100,70.7,100,54.6,71.4,89.7,59.9,35.6,69.2,49.5,56.8,67.2,100,91.4,100,100,58.0,70.2,75.6,70.0,100,45.2,100,90.3,70.2,65.6
"Kebort, III, Niclole","149 Brunswick St, Apt. 9, Silver Spring MD, 20907",3,100,81.8,77.0,67.6,93.0,46.2,100,44.4,40.7,100,74.8,47.0,100,100,64.6,62.4,65.6,100,68.6,23.2,86.4,51.2,39.5,54.9,85.2,82.5,96.9
"Kuypers, III, Reggie","696 Brook St, Apt. 58, Anton Chico NM, 87711",2,100,88.9,70.6,64.2,71.9,44.3,56.3,88.8,59.8,51.7,100,100,100,65.9,100,78.1,12.1,70.2,79.4,97.1,86.8,61.9,81.7,45.5,100,91.2,73.7
"Emanuel, Isaiah","365 Winter Pl, Jeanerette LA, 70544",3,64.5,100,51.2,53.4,57.0,43.2,47.8,39.0,46.5,70.8,71.9,73.3,57.2,43.9,99.4,88.4,41.2,72.7,93.4,100,96.0,48.0,62.2,63.2,53.7,60.8,87.5
"Hersberger, Emmalynn","7 I-280 N Off Ramp, Birmingham AL, 35279",3,100,79.7,83.5,100,14.6,80.5,53.1,61.2,44.0,83.7,69.2,98.8,79.6,68.9,83.4,89.6,62.3,61.9,36.6,97.1,48.7,90.3,100,83.0,82.4,42.0,100
"Virgilio, Sr., Dward","250 Esquina Dr, Chaseburg WI, 54621",5,66.3,100,100,40.2,100,25.4,82.8,54.8,30.5,89.8,71.6,40.4,62.1,56.1,97.4,100,59.8,89.6,100,89.0,100,78.0,91.7,52.5,74.0,100,92.9
"Rosa, Esq., Isiah","691 Mercedes Way, Tygh Valley OR, 97063",9,54.9,91.5,51.0,81.1,37.3,100,19.4,69.2,29.9,61.1,55.9,100,100,100,71.0,49.1,100,,82.4,97.3,72.1,27.0,68.6,83.7,46.4,100,79.4
"Vanputten, Lavinia","354 Naylor St, Rockholds KY, 40759",3,63.9,43.6,65.2,72.3,67.0,60.0,61.0,63.1,50.6,75.0,78.5,42.3,66.0,46.6,100,68.2,74.0,72.6,79.9,100,97.4,82.5,77.7,68.1,90.2,91.5,94.5
"Lokey, Keita","844 Mayflower St, Luray SC, 29932",7,96.9,26.4,95.7,66.4,79.2,61.4,48.8,100,83.5,71.4,65.2,62.3,93.7,91.4,28.6,41.9,100,100,100,47.4,79.8,85.4,100,37.0,83.7,47.0,60.2
"Cerventez, Allsion","738 Glendale St, Apt. 78, Greenwood WI, 54437",8,72.9,94.4,20.0,92.8,88.4,64.2,58.5,80.2,100,52.8,73.3,68.1,50.4,69.6,100,83.4,93.2,92.9,100,96.8,100,78.5,49.1,94.1,100,46.3,89.0
"Stfleur, Julius","396 Samoset St, Stanley IA, 50671",3,63.7,100,61.6,55.9,64.3,37.8,71.2,96.1,67.0,40.0,72.5,91.6,63.0,91.7,51.6,59.5,69.4,79.1,84.4,100,78.2,74.6,85.1,83.9,100,100,100
"Decarlo, Marlynn","825 Treat Ln, Newell WV, 26050",4,72.9,74.1,100,100,87.7,59.2,77.4,56.1,71.1,91.5,64.6,85.2,28.7,19.6,51.7,21.7,51.3,79.6,100,90.6,46.6,67.2,73.5,37.0,61.7,84.5,61.1
"Smugala, Astrid","423 Unnamed 186, Buffalo NY, 14206",4,91.0,66.4,83.6,47.6,61.8,82.3,100,100,87.4,61.6,76.9,37.7,67.6,62.0,100,55.6,100,88.6,100,20.8,99.3,74.4,97.7,100,69.5,78.3,79.3
"Schwebel, Laurette","773 Somerset St, Woodston KS, 67675",3,99.5,41.0,88.7,67.7,77.8,100,62.1,58.8,53.4,69.6,100,66.1,91.0,93.7,99.4,93.6,100,88.9,84.1,95.5,55.6,100,88.4,82.3,62.3,64.8,100
"Cedillos, Nashika","881 Lunado Way, Ethelsville AL, 35461",7,47.6,83.1,92.4,89.8,40.2,100,60.8,73.4,100,63.9,75.3,70.7,89.1,,76.0,99.4,65.8,100,44.3,71.6,100,43.2,56.9,87.9,68.2,84.8,44.8
"Huertes, Johannes","318 Cielito Dr, Elizabeth NJ, 7202",2,48.1,87.3,47.8,39.3,34.7,75.7,61.3,100,83.2,100,95.3,49.9,81.0,99.1,78.2,75.7,49.8,91.7,60.3,100,71.9,57.5,72.3,1.5,46.6,53.4,66.5
"Schane, Amyjo","761 Mary Teresa St, Deltona FL, 32739",1,86.8,59.2,43.9,100,51.4,85.3,70.0,77.4,95.0,79.6,79.1,89.8,100,52.6,71.9,71.9,67.4,59.3,77.7,48.1,100,89.7,82.9,100,89.6,48.3,90.1
"Killion, Lawren","32 Troy Aly, Newtonsville OH, 45158",4,81.4,72.4,87.4,55.6,68.8,100,85.2,17.5,100,82.0,62.3,100,61.5,91.7,84.7,58.6,81.7,92.2,88.2,87.4,78.8,85.1,96.7,46.3,84.1,49.4,100
"Aharonof, Oakley","60 Underwood Ave, Warsaw OH, 43844",6,100,72.9,67.0,48.1,100,55.2,36.7,60.0,89.1,87.0,98.3,62.2,100,100,100,98.2,53.3,85.6,84.5,99.7,83.7,80.0,80.4,63.3,91.2,88.5,92.8
"Kail, Shina","40 Compton Rd, Apt. 58, San Francisco CA, 94172",2,95.1,74.4,59.1,85.8,37.9,23.8,78.2,67.0,63.8,63.4,100,97.3,57.1,92.7,63.3,89.7,60.0,53.7,42.9,83.9,60.3,72.2,40.2,78.5,50.3,100,76.1
"Triblett, III, Jereme","56 Rice St, Honolulu HI, 96802",10,100,60.3,80.9,88.5,94.2,91.1,75.6,72.8,100,52.2,78.4,60.8,89.0,100,83.5,51.4,37.6,100,60.3,64.1,62.5,83.1,62.6,71.8,96.3,100,100
"Marcell, Antuan","727 06th Hp Ave, Gordon TX, 76453",1,77.9,64.4,100,31.5,44.3,77.7,96.8,100,80.4,26.0,81.3,89.2,67.7,100,90.3,6.6,79.0,67.4,77.1,100,96.7,34.1,77.6,66.8,77.7,73.2,66.4
"Kelton, Esq., Fabiola","707 Tunnel Ave, Michigan City MS, 38647",7,53.1,,65.2,91.6,100,48.5,40.1,70.0,100,86.1,70.1,44.8,70.5,79.8,76.0,83.6,73.5,60.6,94.3,95.8,100,48.5,47.9,100,74.4,83.3,84.3
"Giebler, Ahley","987 Lusk St, Lindsey OH, 43442",9,100,55.0,93.2,100,66.0,100,52.0,73.7,59.6,17.8,100,62.3,100,47.2,72.9,100,59.3,74.8,78.2,86.5,75.3,92.5,91.0,45.1,100,66.4,90.6
"Beechum, Kramer","754 Moneta Ct, Comstock MI, 49041",4,88.8,100,64.7,100,37.4,81.8,56.1,88.6,35.6,71.2,100,71.5,100,80.8,73.2,92.3,53.3,31.4,65.0,96.9,79.2,50.0,73.8,63.2,55.4,83.5,70.7
"Manes, Brittanee","276 Franconia St, Powellton WV, 25161",6,68.7,90.0,,100,31.9,57.9,71.4,35.7,15.9,100,91.3,79.1,25.8,89.3,44.2,70.5,52.7,100,66.7,42.7,67.1,100,82.0,100,100,98.5,72.9
"Staver, Ayn","249 Dow Pl, Apt. 84, Apo AP, 96447",8,87.8,65.1,35.1,87.9,47.3,100,65.5,100,71.4,93.4,76.8,87.3,100,78.4,83.8,69.3,100,100,100,57.2,100,100,58.2,96.7,100,77.7,87.9
"Kemble, Seneca","22 Unnamed 145, Topton PA, 19562",3,52.9,88.9,80.0,55.8,56.1,73.6,100,65.3,91.1,65.0,53.4,88.6,84.7,75.1,87.9,82.3,100,100,59.5,83.7,80.0,97.0,37.7,97.8,53.9,76.6,97.4
"Mcalvain, Chevis","159 Alviso St, Alvaton KY, 42122",5,100,82.4,60.6,63.2,29.3,69.9,98.1,64.9,49.0,13.6,100,100,54.0,100,59.5,58.2,93.6,96.1,100.0,89.2,67.6,86.1,89.3,39.3,50.4,51.9,100
"Carolla, Ozzy","76 Cotter St, Beale Afb CA, 95903",5,38.8,100,100,100,64.6,66.8,60.7,60.2,100,75.3,68.4,60.8,100,87.6,89.9,56.6,100,100,100,72.8,95.7,82.2,56.5,90.5,97.9,100,80.1
"Corrio, Landria","1 32nd Ave, Dravosburg PA, 15034",9,64.2,69.2,75.9,25.3,51.1,82.1,67.8,51.0,100,100,68.1,89.2,64.0,87.0,76.4,97.6,36.3,85.9,84.7,51.6,100,90.3,38.5,80.1,71.3,56.4,100
"Dobey, Aundria","343 Lincoln Way, Milwaukee WI, 53233",7,73.1,98.0,100,85.2,65.7,77.3,90.7,53.9,61.4,64.1,77.1,77.6,100,61.7,75.2,46.0,100,70.1,53.4,100,59.3,63.5,78.1,49.0,62.6,100,52.0
"Axel, Tanina","923 Oakwood St, Parkston SD, 57366",8,78.3,100,72.6,74.1,71.6,76.8,100,100,100,66.2,61.2,84.3,100,80.2,47.2,58.9,61.0,69.9,70.7,62.6,67.6,57.0,64.0,57.3,75.6,46.0,29.7
"Zwiefel, IV, Darrow","866 Cityview Way, Elm Grove WI, 53122",8,75.9,76.2,56.4,69.6,100,49.9,49.0,54.0,76.6,91.8,100,100,81.3,45.7,68.6,77.6,,72.8,55.8,93.6,100,84.8,58.5,54.3,,47.8,62.0
"Philipp, Sheren","486 Unnamed 100, Swan Lake NY, 12783",8,31.3,47.4,82.5,100,86.8,100,45.9,62.4,100,100,45.8,91.0,43.2,87.9,77.6,91.3,99.8,64.8,83.0,100,100,83.1,66.8,100,89.2,94.7,100
"Felicetti, Marcelo","858 Mansfield St, Southington CT, 6489",5,73.2,99.7,48.3,66.1,61.2,80.4,71.9,89.4,72.3,53.5,65.2,100,95.4,78.2,10.9,73.9,75.6,62.8,86.4,67.9,68.2,51.7,85.9,53.9,87.0,64.4,100
"Bergsjo, Darnetta","504 Giants Dr, Shawnee KS, 66226",10,18.7,68.3,39.1,78.2,52.8,75.5,62.9,48.5,43.6,21.7,100,52.3,66.4,31.2,78.5,70.5,82.3,67.9,47.8,21.0,37.1,66.8,69.8,38.3,100,56.9,78.2
"Leidy, Esq., Stanely","628 Marietta Dr, Castleton VA, 22716",5,78.0,96.4,71.0,51.9,51.3,,100,56.8,92.6,82.7,50.6,52.9,47.7,53.0,100,78.7,59.5,94.6,59.2,100,56.4,70.8,60.7,49.8,100,68.2,90.2
"Isenhower, Roshaunda","258 Silverview Dr, Bulpitt IL, 62517",2,100,100,79.5,82.6,50.2,58.6,100,56.2,72.0,98.4,80.3,100,69.7,100,55.9,100,62.1,64.3,100,78.2,62.9,91.6,96.9,95.0,100,77.5,64.0
"Eugley, IV, Missi","521 Candlestick Cove Way, Apt. 27, Williston TN, 38076",6,62.0,35.5,60.8,86.4,100,68.1,78.3,52.2,100,100,100.0,92.9,37.3,82.0,63.2,95.5,95.6,74.4,53.8,98.1,90.0,78.7,43.0,64.8,100,94.3,64.7
"Chaille, Juli","287 Sumner Ave, Shawnee Mission KS, 66276",2,98.5,100,66.6,36.7,60.7,35.4,55.0,45.2,34.1,100,80.3,89.3,93.0,74.1,31.9,63.0,98.5,74.1,99.1,92.4,67.9,100,100,100,89.6,80.6,89.1
"Oehlschlager, Lyndell","130 Rhode Island St, Avenue MD, 20609",5,89.3,43.8,100,47.9,70.3,100,41.7,66.7,71.0,82.4,96.2,83.3,56.4,96.8,100,76.2,75.9,81.3,100,100,84.5,52.7,57.9,38.8,85.1,61.0,31.7
"Bellucci, Lyndse","798 Falmouth St, Ponca City OK, 74602",3,95.0,100,90.7,34.1,75.5,54.2,54.7,67.4,79.0,79.3,100,46.0,100,90.0,47.6,100,100,53.5,42.0,55.6,97.5,90.6,72.1,55.9,55.0,91.4,94.6
"Jess, Marquisa","421 05th St, Redfield NY, 13437",5,86.1,69.5,98.3,48.5,100,74.1,70.7,56.9,46.8,88.8,98.2,100,98.6,81.2,52.9,100,100,61.3,85.7,65.8,100,54.2,100,91.5,100,77.4,100
"Haeuser, Dammon","362 Diaz Ave, Williamsburg MA, 1096",1,79.7,36.5,73.3,74.5,62.9,87.2,86.5,99.9,50.6,56.4,100,87.4,95.1,73.5,69.9,96.9,31.6,83.2,75.1,48.8,92.4,93.1,66.4,99.9,49.8,73.5,72.2
"Fusaro, Teneka","404 Rutledge St, Durham NC, 27713",2,49.6,43.3,74.5,100,63.2,100,26.6,71.7,90.6,47.8,52.6,100,84.0,66.1,100,77.8,69.0,81.7,87.6,88.4,93.8,76.4,95.6,98.3,80.8,100,100
"Montera, Takeria","478 Rockaway Ave, Mount Desert ME, 4660",4,78.6,100,87.4,78.3,57.4,100,100,59.3,62.9,64.0,96.0,67.2,85.4,84.6,94.3,65.9,87.2,32.3,85.5,100,64.0,100,90.7,100,50.7,100,83.1
"Tolhurst, IV, Glen","905 Gatun Aly, Clemson SC, 29634",4,94.2,41.0,52.4,79.7,82.7,38.8,59.3,98.0,84.2,72.2,100,100,55.4,100,93.9,90.7,100,75.2,75.4,67.8,76.0,87.2,36.7,46.2,84.0,69.6,30.9
"Pyle, Nesa","425 I-280 Northbound, Tehachapi CA, 93561",5,64.9,63.8,97.5,52.3,70.3,45.4,70.3,100,60.9,100,73.1,80.4,80.6,82.4,47.1,69.3,70.6,100,90.5,95.5,48.6,94.9,68.0,47.9,100,100,94.9
"Simzer, Klint","245 Easement, Apt. 99, Farrell MS, 38630",7,67.7,43.5,100,76.4,92.5,76.6,39.4,98.5,97.1,46.8,72.1,100,73.8,83.2,72.0,99.2,77.2,100,48.3,67.5,63.8,87.0,100,81.8,100,22.0,97.9
"Larouche, II, Jermal","145 Rex Ave, Apt. 36, Skyland NC, 28776",10,89.0,94.0,47.1,64.8,60.1,82.8,93.2,100,84.7,72.9,60.3,50.2,100,66.9,59.4,34.6,82.3,69.1,97.1,93.4,70.2,86.9,55.0,80.0,68.5,49.7,68.3
"Kranock, Tasneem","373 General Kennedy Ave, Apt. 9, Drain OR, 97435",1,53.0,91.6,57.6,61.0,66.7,97.2,43.2,59.4,90.0,22.3,97.0,62.0,46.5,,100,97.8,83.4,75.0,100,89.2,49.5,100,85.4,56.9,71.9,57.4,100
"Soderholm, Lorah","126 Regent St, Enon OH, 45323",1,69.4,72.8,71.3,84.5,81.1,100,59.1,91.9,79.2,100,,88.4,94.9,60.8,92.1,95.9,63.8,96.0,97.4,82.2,75.1,74.2,97.2,26.4,87.7,50.8,69.3
"Schowengerdt, Beatriz","627 Healy Ave, Apt. 8, Muskegon MI, 49440",1,100,31.4,,70.5,78.0,69.1,87.4,36.9,57.4,88.5,89.4,66.4,98.7,73.3,80.8,78.6,92.7,78.9,100,69.6,85.4,87.2,87.3,12.2,58.6,100,93.2
"Seo, IV, Selicia","505 Drake St, Ashton MD, 20861",6,57.0,69.3,100,98.7,98.8,72.4,77.6,50.4,52.5,40.5,88.9,87.9,77.6,64.0,56.4,96.3,77.7,89.2,31.4,41.6,100,84.6,62.9,100,100,90.5,89.4
"Waterbury, Loredana","485 Santa Cruz Ave, Apt. 50, Chelsea VT, 5038",1,51.4,46.7,71.0,53.9,95.3,69.9,77.2,44.2,93.9,64.1,66.8,69.4,99.0,76.2,46.0,88.4,9.3,20.4,53.4,81.6,100,88.7,56.0,69.9,95.9,100,85.3
"Kristofferson, Sr., Alizabeth","386 Lower Fort Mason St, Locust Valley NY, 11560",1,94.6,75.3,85.4,60.3,68.7,65.2,65.4,100,92.8,83.0,65.3,67.9,64.7,93.7,100,68.3,89.3,100,84.0,56.9,83.1,100,60.2,100,71.4,77.7,71.2
"Gaffke, Corina","837 Sunset Blvd, Northfield NJ, 8225",10,83.7,79.1,33.9,73.0,100,57.8,93.8,48.9,100,69.8,100,69.6,98.7,63.8,81.5,74.1,100,100,57.3,97.6,50.4,89.0,74.9,100,53.4,84.4,100
"Aguero, Oriana","348 Unnamed 042, Apt. 5, Basile LA, 70515",2,100,58.7,99.0,100,100,100,73.2,100,63.6,48.4,61.4,60.3,100,88.9,33.1,100,77.0,78.5,100,83.5,100,49.9,92.3,17.7,100,100,64.7
"Caudell, Cherrie","775 12th Ti St, Brierfield AL, 35035",8,93.3,83.8,85.0,91.2,9.5,60.7,59.1,46.5,97.6,97.8,100,63.7,48.9,74.5,63.6,94.6,87.3,59.7,64.9,88.3,100,64.3,51.4,43.2,67.6,82.7,99.2
"Souther, Dyane","50 Bertie Minor Ln, Walford IA, 52351",7,51.7,69.2,90.7,53.9,51.2,53.0,69.0,46.1,70.5,91.4,94.3,53.1,75.9,73.5,100,100,85.8,100,87.3,91.4,88.0,97.9,58.1,87.5,94.0,64.9,100
"Stavrositu, Lyndsy","86 Grant Ave, Garrison MT, 59731",8,90.1,82.0,67.6,31.0,100,100,75.4,57.7,78.9,71.6,77.3,79.0,84.6,67.7,83.2,66.9,68.4,95.5,100,69.5,47.0,78.8,100,77.6,100,79.9,100
"Pembrook, Chalese","738 Avon Way, San Antonio TX, 78295",3,70.0,100,45.1,100,78.0,86.0,75.1,73.5,96.3,79.5,33.4,87.8,93.5,79.7,100,45.1,100,100,70.1,33.1,93.7,91.3,61.7,29.1,73.1,56.8,67.6
"Pollen, Myria","978 Battery Cranston Rd, Saint Petersburg FL, 33729",2,74.3,84.1,100,80.0,99.3,51.4,44.9,51.6,73.5,81.7,62.7,58.5,56.0,60.7,88.6,54.9,67.6,54.7,71.6,63.5,100,100,48.7,72.3,50.9,88.3,78.2
"Eagleson, Thelbert","872 19th Ave, Portland OR, 97229",8,89.2,43.3,58.1,100,82.1,100,75.8,74.3,61.5,44.7,65.7,100,42.1,76.6,83.5,78.4,100,91.4,29.2,100,85.6,100,86.9,88.6,66.4,100,83.7
"Gysin, II, Lesette","960 Brazil Ave, Water Mill NY, 11976",5,66.4,58.8,71.2,78.7,79.5,90.2,76.8,92.0,73.8,47.3,100,,45.0,100,68.6,83.4,96.1,28.2,100,65.1,87.4,79.9,28.4,92.4,58.6,49.6,81.6
"Laflame, Jerard","580 D St, Tucson AZ, 85739",1,99.3,38.7,86.6,100,85.7,69.3,74.3,74.3,100,89.8,70.1,86.0,100,100,57.3,76.7,89.1,56.3,100,100,72.5,53.2,40.4,75.9,95.6,97.0,100
"Steenhard, III, Luciano","925 Reardon Rd, Apt. 51, Kansas City KS, 66118",8,47.3,64.3,75.8,49.3,95.8,100,73.3,89.2,96.3,85.0,82.8,50.7,88.9,93.4,90.5,74.6,87.0,90.3,100,95.2,77.7,83.6,38.8,60.2,61.1,100,92.0
"Kleinert, Imani","302 Saturn St, La Vista NE, 68128",5,46.2,73.7,80.6,68.6,96.1,100,74.9,91.2,83.0,33.9,28.3,43.4,78.8,79.7,62.9,76.3,59.3,71.3,90.0,72.2,65.2,51.7,75.1,83.6,70.7,99.1,93.3
"Quitter, Candies","542 Yellow Cab Access Road, Seattle WA, 98184",3,54.2,91.7,61.3,63.3,67.2,71.3,92.5,100,62.5,77.9,100,55.5,79.2,43.9,100,48.1,88.6,80.8,67.1,87.5,93.8,96.4,100,62.2,65.1,78.7,100
"Colantuono, Charika","507 Poppy Ln, Apo AE, 9496",8,88.6,53.0,46.7,59.5,90.0,62.7,72.7,92.2,37.1,87.5,67.5,39.0,85.1,100,100,100,100,66.0,100,89.0,81.1,91.3,59.4,100,61.7,67.4,96.9
"Stapelman, Saeed","275 Rosie Lee Ln, Cordova NC, 28330",5,55.3,28.8,73.7,58.8,55.5,50.9,32.8,53.8,35.3,65.2,86.4,100,92.0,81.5,85.1,100,80.9,90.0,100,100,89.2,67.4,74.1,72.8,100,100,100
"Masin, Jeran","391 Burr Ave, Cincinnati IA, 52549",9,76.7,60.6,82.4,51.8,38.8,68.5,34.0,93.4,77.9,100,100,71.1,55.4,100,69.3,84.8,76.1,83.7,59.2,81.7,77.6,37.2,70.1,-0.1,98.6,99.0,74.0
"Stupp, II, Glenwood","919 West View Ave, Tolono IL, 61880",3,60.6,67.2,84.5,56.3,47.7,97.0,100,95.3,32.7,72.5,89.4,48.8,100,68.6,73.9,46.7,94.3,,100,89.0,42.3,82.7,25.0,20.0,71.9,92.0,87.3
"Raleigh, Olegario","522 Avoca Aly, Kerr OH, 45643",9,88.9,49.5,57.0,71.3,64.0,89.0,100,100,,100,74.2,82.6,100,100,56.0,74.6,84.1,72.3,43.8,34.4,32.5,100,91.1,95.8,75.8,100,72.1
"Step, Raffaele","217 Lyon St, Apt. 34, Pittsburgh PA, 15268",7,53.2,42.9,38.0,36.9,56.6,100,54.0,32.9,100,61.7,76.2,76.9,76.7,99.4,58.7,57.0,50.1,36.8,66.2,95.8,51.7,100,33.2,60.9,93.5,53.9,48.7
"Pouliot, Carianne","597 Robert Kirk Ln, Harrell AR, 71745",9,78.8,57.6,100,100,100,46.3,79.0,42.3,83.4,47.2,67.4,34.4,97.9,89.9,80.4,75.0,19.7,100,100,75.8,99.0,66.7,61.2,58.7,86.2,71.2,94.2
"Joerg, II, Aunna","457 Bertha Ln, Barrington NJ, 8007",8,66.5,84.3,74.3,27.7,59.5,88.6,89.0,75.1,80.8,80.1,60.1,72.4,52.4,44.2,53.1,71.6,95.4,3.6,98.3,77.0,63.5,59.9,100,100,55.1,100,100
"Trimarchi, Andy","447 Burr Ave, Alzada MT, 59311",4,93.5,35.6,65.4,84.1,78.8,30.6,43.2,65.3,72.3,85.3,66.8,79.1,51.8,81.1,50.9,100,74.1,100,84.7,100,97.5,52.3,100,61.8,98.0,100,61.0
"Mcbane, Tremell","977 23rd St, Burns CO, 80426",7,46.1,95.3,90.7,56.1,100,22.0,57.9,75.8,100,84.2,58.8,91.8,52.9,100,85.6,62.5,81.0,75.1,80.9,100,42.3,38.3,51.6,76.6,100,100,76.7
"Maymi, Jorda","739 Progress St, Elfers FL, 34680",10,73.9,63.3,84.5,88.2,54.2,57.1,100,96.2,82.6,75.1,75.4,100,38.6,59.6,57.6,82.2,100,100,61.6,90.2,78.6,48.5,68.6,100,100,81.5,86.3
"Flemmon, Lizett","393 Judson Ave, Waldron MI, 49288",4,85.0,100,89.1,73.8,57.5,100,71.4,29.1,49.4,62.5,100,87.4,51.8,76.9,100,68.8,100,70.9,100,54.1,45.8,69.4,81.1,75.4,80.0,100,99.5
"Kehoe, Sr., Denay","452 Moneta Ct, Apt. 40, Ventnor City NJ, 8406",1,73.2,85.1,59.0,100,96.8,51.7,29.0,42.7,66.8,95.1,80.3,93.3,68.3,42.8,100,63.2,63.3,87.5,100,100,100,81.2,62.4,100,,75.3,88.7
